OurSubjID,SubjID,ScanSession,Cortical depth,Layer,fearfulBeta,FearfulT,happyBeta,HappyT,NeutralBeta,NeutralT,Beta(F-N),t(F-N),Beta((H-N),t(H-N)
s0088,5,2,11,middle,0.0200304,9.5820,0.0189620,9.0986,0.0192280,9.2173,0.0008024,0.283333,-0.000266,-0.093936
s0088,5,2,12,middle,0.0211182,9.2524,0.0198021,8.7024,0.0203803,8.9477,0.0007379,0.238633,-0.000578,-0.187016
s0088,5,2,13,middle,0.0214442,8.3999,0.0199757,7.8486,0.0203313,7.9806,0.0011129,0.321784,-0.000356,-0.102831
s0088,5,2,14,middle,0.0231241,9.0012,0.0202928,7.9232,0.0209988,8.1909,0.0021253,0.610642,-0.000706,-0.202889
s0088,5,2,15,superficial,0.0226615,9.0575,0.0202267,8.1090,0.0206209,8.2590,0.0020406,0.602037,-0.000394,-0.116313
s0088,5,2,16,superficial,0.0206871,8.6435,0.0185847,7.7888,0.0180116,7.5413,0.0026755,0.825164,0.000573,0.176776
s0088,5,2,17,superficial,0.0198806,8.4313,0.0171996,7.3165,0.0162018,6.8854,0.0036788,1.151622,0.000998,0.312380
s0088,5,2,18,superficial,0.0177143,8.2694,0.0157905,7.3939,0.0128122,5.9935,0.0049020,1.689140,0.002978,1.026401
s0088,5,2,19,superficial,0.0141841,7.9215,0.0127193,7.1252,0.0091935,5.1451,0.0049906,2.057304,0.003526,1.453670
s0088,5,2,20,superficial,0.0106155,5.6055,0.0098811,5.2336,0.0058418,3.0911,0.0047737,1.860645,0.004039,1.574599
s0088,5,2,21,superficial,0.0116755,7.1539,0.0096128,5.9080,0.0065835,4.0423,0.0050920,2.302988,0.003029,1.370261
s0102,6,1,1,deep,0.0059316,3.8944,0.0062464,4.0903,0.0069990,4.5840,-0.0010674,-0.516718,-0.000753,-0.363956
s0102,6,1,2,deep,0.0076351,5.2664,0.0074143,5.1007,0.0079791,5.4902,-0.0003441,-0.174995,-0.000565,-0.286970
s0102,6,1,3,deep,0.0088316,6.0723,0.0090093,6.1783,0.0090633,6.2164,-0.0002317,-0.117474,-0.000054,-0.027365
s0102,6,1,4,deep,0.0090456,6.1707,0.0088468,6.0193,0.0096291,6.5526,-0.0005835,-0.293472,-0.000782,-0.393024
s0102,6,1,5,deep,0.0108717,7.7689,0.0112903,8.0468,0.0105176,7.4974,0.0003541,0.186592,0.000773,0.406707
s0102,6,1,6,deep,0.0122298,8.6479,0.0125489,8.8502,0.0119795,8.4500,0.0002504,0.130538,0.000569,0.296565
s0102,6,1,7,deep,0.0131395,9.0826,0.0133344,9.1932,0.0129125,8.9038,0.0002270,0.115677,0.000422,0.214808
s0102,6,1,8,middle,0.0158381,11.1306,0.0158395,11.1024,0.0160159,11.2280,-0.0001779,-0.092172,-0.000176,-0.091308
s0102,6,1,9,middle,0.0182655,12.1856,0.0184188,12.2556,0.0181327,12.0673,0.0001328,0.065305,0.000286,0.140566
s0102,6,1,10,middle,0.0225642,13.7442,0.0227558,13.8246,0.0222734,13.5338,0.0002908,0.130592,0.000482,0.216402
s0102,6,1,11,middle,0.0219847,14.2569,0.0226266,14.6348,0.0218968,14.1651,0.0000879,0.042024,0.000730,0.348611
s0102,6,1,12,middle,0.0246107,15.9305,0.0258120,16.6643,0.0245545,15.8551,0.0000562,0.026830,0.001258,0.599526
s0102,6,1,13,middle,0.0252042,15.1623,0.0250370,15.0223,0.0243138,14.5908,0.0008904,0.394936,0.000723,0.320447
s0102,6,1,14,middle,0.0244719,15.7549,0.0245778,15.7816,0.0232415,14.9261,0.0012304,0.584061,0.001336,0.633610
s0102,6,1,15,superficial,0.0246554,14.9283,0.0253682,15.3196,0.0239269,14.4517,0.0007285,0.325231,0.001441,0.642755
s0102,6,1,16,superficial,0.0230503,14.0405,0.0233798,14.2039,0.0215318,13.0834,0.0015185,0.681983,0.001848,0.829099
s0102,6,1,17,superficial,0.0224117,13.5840,0.0234737,14.1904,0.0209621,12.6742,0.0014496,0.647836,0.002512,1.121255
s0102,6,1,18,superficial,0.0188344,11.9102,0.0188470,11.8869,0.0176846,11.1557,0.0011498,0.536093,0.001162,0.541374
s0102,6,1,19,superficial,0.0202774,10.8262,0.0204941,10.9133,0.0192110,10.2317,0.0010664,0.419805,0.001283,0.504574
s0102,6,1,20,superficial,0.0172040,12.1203,0.0171273,12.0346,0.0157636,11.0783,0.0014404,0.748200,0.001364,0.707596
s0102,6,1,21,superficial,0.0147736,10.3206,0.0151915,10.5847,0.0140940,9.8217,0.0006796,0.350043,0.001097,0.564682
s0103,7,1,1,deep,0.0143204,9.6597,0.0120903,8.2024,0.0095897,6.4573,0.0047307,2.343837,0.002501,1.249384
s0103,7,1,2,deep,0.0180472,10.6741,0.0154461,9.1883,0.0120809,7.1328,0.0059663,2.591869,0.003365,1.474274
s0103,7,1,3,deep,0.0184804,12.1931,0.0168598,11.1880,0.0136839,9.0126,0.0047965,2.324430,0.003176,1.552121
s0103,7,1,4,deep,0.0198453,12.4049,0.0178676,11.2331,0.0157355,9.8187,0.0041098,1.886904,0.002132,0.987205
s0103,7,1,5,deep,0.0217427,13.7174,0.0195534,12.4074,0.0185282,11.6689,0.0032145,1.489564,0.001025,0.479117
s0103,7,1,6,deep,0.0235667,14.2765,0.0215040,13.1021,0.0210786,12.7469,0.0024881,1.107099,0.000425,0.190922
s0103,7,1,7,deep,0.0255435,15.0248,0.0235992,13.9612,0.0233620,13.7176,0.0021814,0.942445,0.000237,0.103337
s0103,7,1,8,middle,0.0272348,14.4525,0.0249460,13.3143,0.0253338,13.4201,0.0019010,0.740959,-0.000388,-0.152423
s0103,7,1,9,middle,0.0289200,14.7519,0.0260629,13.3712,0.0275795,14.0435,0.0013405,0.502224,-0.001517,-0.573018
s0103,7,1,10,middle,0.0295292,15.0081,0.0272432,13.9262,0.0285049,14.4622,0.0010244,0.382406,-0.001262,-0.474976
s0103,7,1,11,middle,0.0315005,15.7829,0.0280119,14.1159,0.0299736,14.9915,0.0015269,0.561902,-0.001962,-0.728046
s0103,7,1,12,middle,0.0329377,15.2605,0.0289637,13.4967,0.0312418,14.4495,0.0016959,0.577119,-0.002278,-0.781826
s0103,7,1,13,middle,0.0339649,16.0446,0.0301173,14.3092,0.0324096,15.2832,0.0015553,0.539634,-0.002292,-0.802080
s0103,7,1,14,middle,0.0335117,15.8395,0.0296905,14.1144,0.0321771,15.1822,0.0013346,0.463311,-0.002487,-0.870573
s0103,7,1,15,superficial,0.0331188,15.2035,0.0292495,13.5047,0.0318862,14.6120,0.0012326,0.415593,-0.002637,-0.896574
s0103,7,1,16,superficial,0.0314786,14.3889,0.0267267,12.2872,0.0298443,13.6179,0.0016344,0.548719,-0.003118,-1.055545
s0103,7,1,17,superficial,0.0288717,13.6163,0.0259600,12.3137,0.0288298,13.5727,0.0000418,0.014495,-0.002870,-1.002529
s0103,7,1,18,superficial,0.0278389,13.1482,0.0223753,10.6288,0.0252686,11.9134,0.0025703,0.891628,-0.002893,-1.012194
s0103,7,1,19,superficial,0.0260243,12.5874,0.0215951,10.5053,0.0248997,12.0223,0.0011246,0.399531,-0.003305,-1.183909
s0103,7,1,20,superficial,0.0204114,9.7684,0.0154708,7.4466,0.0191860,9.1659,0.0012255,0.430769,-0.003715,-1.316980
s0103,7,1,21,superficial,0.0196723,9.7345,0.0162589,8.0919,0.0176985,8.7425,0.0019738,0.717372,-0.001440,-0.527661
s0108,8,1,1,deep,0.0108930,6.7377,0.0100322,6.2528,0.0101903,6.2885,0.0007027,0.324056,-0.000158,-0.072476
s0108,8,1,2,deep,0.0131635,10.1700,0.0121428,9.4532,0.0131135,10.1079,0.0000500,0.028800,-0.000971,-0.555935
s0108,8,1,3,deep,0.0139193,10.7608,0.0131827,10.2693,0.0137193,10.5816,0.0002000,0.115275,-0.000537,-0.307495
s0108,8,1,4,deep,0.0163081,13.6014,0.0146119,12.2801,0.0161081,13.4035,0.0002000,0.124363,-0.001496,-0.924940
s0108,8,1,5,deep,0.0173211,14.1650,0.0162520,13.3925,0.0170112,13.8794,0.0003099,0.188927,-0.000759,-0.460192
s0108,8,1,6,deep,0.0195200,16.7154,0.0183730,15.8535,0.0194641,16.6288,0.0000559,0.035719,-0.001091,-0.692590
s0108,8,1,7,deep,0.0216806,18.5339,0.0215620,18.5736,0.0219324,18.7057,-0.0002518,-0.160499,-0.000370,-0.234721
s0108,8,1,8,middle,0.0223838,19.0223,0.0243179,20.8242,0.0232797,19.7377,-0.0008958,-0.567578,0.001038,0.654032
s0108,8,1,9,middle,0.0241170,20.5263,0.0260127,22.3094,0.0249860,21.2166,-0.0008690,-0.551444,0.001027,0.647730
s0108,8,1,10,middle,0.0261186,21.4591,0.0272427,22.5541,0.0269348,22.0784,-0.0008161,-0.499914,0.000308,0.187517
s0108,8,1,11,middle,0.0270449,21.8328,0.0286514,23.3067,0.0281356,22.6607,-0.0010907,-0.656477,0.000516,0.308658
s0108,8,1,12,middle,0.0294614,22.8492,0.0306871,23.9819,0.0301868,23.3574,-0.0007254,-0.419427,0.000500,0.287618
s0108,8,1,13,middle,0.0299376,22.0306,0.0311268,23.0811,0.0307055,22.5433,-0.0007679,-0.421280,0.000421,0.229834
s0108,8,1,14,middle,0.0299908,21.1434,0.0314686,22.3550,0.0306522,21.5596,-0.0006614,-0.347630,0.000816,0.426637
s0108,8,1,15,superficial,0.0298051,20.5829,0.0313636,21.8250,0.0298520,20.5676,-0.0000469,-0.024168,0.001512,0.773747
s0108,8,1,16,superficial,0.0289330,18.7371,0.0299940,19.5730,0.0275450,17.7970,0.0013880,0.670139,0.002449,1.175607
s0108,8,1,17,superficial,0.0272504,16.6661,0.0285888,17.6184,0.0259494,15.8335,0.0013011,0.593247,0.002639,1.196553
s0108,8,1,18,superficial,0.0259870,14.6558,0.0269628,15.3227,0.0241143,13.5683,0.0018727,0.787395,0.002848,1.190771
s0108,8,1,19,superficial,0.0253887,13.8982,0.0259088,14.2915,0.0238547,13.0282,0.0015339,0.626045,0.002054,0.833484
s0108,8,1,20,superficial,0.0246511,13.0067,0.0242656,12.9014,0.0222822,11.7296,0.0023689,0.931889,0.001983,0.775725
s0108,8,1,21,superficial,0.0218065,11.5413,0.0210784,11.2413,0.0192713,10.1758,0.0025352,1.000388,0.001807,0.708940
s0108,8,2,1,deep,0.0174084,17.7907,0.0162215,16.5151,0.0164573,16.7301,0.0009511,0.716121,-0.000236,-0.176061
s0108,8,2,2,deep,0.0193703,20.1376,0.0179952,18.6374,0.0192459,19.9029,0.0001244,0.095283,-0.001251,-0.950033
s0108,8,2,3,deep,0.0221481,21.2454,0.0207728,19.8510,0.0214457,20.4633,0.0007024,0.496392,-0.000673,-0.471601
s0108,8,2,4,deep,0.0249897,23.7177,0.0232909,22.0218,0.0244408,23.0745,0.0005490,0.383858,-0.001150,-0.797468
s0108,8,2,5,deep,0.0258258,24.4522,0.0244261,23.0397,0.0252851,23.8142,0.0005407,0.377185,-0.000859,-0.594262
s0108,8,2,6,deep,0.0277286,25.4986,0.0260790,23.8910,0.0268920,24.5991,0.0008366,0.566795,-0.000813,-0.546325
s0108,8,2,7,deep,0.0288440,25.5600,0.0271897,24.0029,0.0284016,25.0354,0.0004424,0.288823,-0.001212,-0.784741
s0108,8,2,8,middle,0.0299118,27.1332,0.0288028,26.0286,0.0298673,26.9502,0.0000445,0.029750,-0.001064,-0.705566
s0108,8,2,9,middle,0.0314957,27.5805,0.0305075,26.6142,0.0320110,27.8843,-0.0005154,-0.332489,-0.001504,-0.962102
s0108,8,2,10,middle,0.0327191,27.4978,0.0327269,27.4004,0.0338340,28.2849,-0.0011148,-0.690275,-0.001107,-0.679826
s0108,8,2,11,middle,0.0333566,28.1090,0.0342660,28.7663,0.0346981,29.0856,-0.0013415,-0.832860,-0.000432,-0.266031
s0108,8,2,12,middle,0.0345854,30.0803,0.0355768,30.8257,0.0355791,30.7817,-0.0009937,-0.636727,-0.000002,-0.001455
s0108,8,2,13,middle,0.0357572,28.1169,0.0363780,28.4970,0.0358500,28.0415,-0.0000928,-0.053778,0.000528,0.303340
s0108,8,2,14,middle,0.0364613,30.0240,0.0367429,30.1414,0.0358978,29.4042,0.0005636,0.341892,0.000845,0.508494
s0108,8,2,15,superficial,0.0357937,28.3788,0.0364557,28.7944,0.0349614,27.5730,0.0008323,0.486161,0.001494,0.865675
s0108,8,2,16,superficial,0.0358705,26.1083,0.0364956,26.4629,0.0347292,25.1445,0.0011413,0.612026,0.001766,0.939471
s0108,8,2,17,superficial,0.0358703,27.1920,0.0359430,27.1442,0.0337323,25.4367,0.0021379,1.194032,0.002211,1.224542
s0108,8,2,18,superficial,0.0342934,24.4268,0.0344565,24.4502,0.0324597,22.9989,0.0018337,0.962277,0.001997,1.039311
s0108,8,2,19,superficial,0.0327599,20.3503,0.0323864,20.0423,0.0301972,18.6596,0.0025627,1.172839,0.002189,0.993712
s0108,8,2,20,superficial,0.0316950,19.0131,0.0306962,18.3445,0.0278402,16.6127,0.0038548,1.703667,0.002856,1.251925
s0108,8,2,21,superficial,0.0281170,17.4422,0.0256547,15.8546,0.0223411,13.7862,0.0057759,2.639796,0.003314,1.502012
s0109,9,1,1,deep,0.0128125,8.3019,0.0089579,5.7797,0.0095515,6.1649,0.0032610,1.558992,-0.000594,-0.282550
s0109,9,1,2,deep,0.0141592,8.5796,0.0086506,5.2195,0.0126372,7.6276,0.0015220,0.680444,-0.003987,-1.774656
s0109,9,1,3,deep,0.0176193,12.6051,0.0161820,11.5278,0.0161009,11.4741,0.0015184,0.801496,0.000081,0.042641
s0109,9,1,4,deep,0.0202048,13.8541,0.0180241,12.3064,0.0191975,13.1122,0.0010073,0.509583,-0.001173,-0.591101
s0109,9,1,5,deep,0.0193257,13.8043,0.0189682,13.4915,0.0183110,13.0287,0.0010147,0.534766,0.000657,0.344892
s0109,9,1,6,deep,0.0208656,15.4817,0.0204678,15.1222,0.0205052,15.1551,0.0003604,0.197282,-0.000037,-0.020394
s0109,9,1,7,deep,0.0216189,15.4394,0.0210820,14.9922,0.0213622,15.1968,0.0002567,0.135254,-0.000280,-0.146997
s0109,9,1,8,middle,0.0217836,16.2446,0.0214652,15.9392,0.0218798,16.2529,-0.0000962,-0.052951,-0.000415,-0.227163
s0109,9,1,9,middle,0.0251465,18.4744,0.0246983,18.0683,0.0256153,18.7457,-0.0004688,-0.254111,-0.000917,-0.494902
s0109,9,1,10,middle,0.0228143,16.2355,0.0231007,16.3696,0.0224192,15.8923,0.0003951,0.207431,0.000682,0.356299
s0109,9,1,11,middle,0.0224807,16.7525,0.0253228,18.7904,0.0247204,18.3498,-0.0022397,-1.231405,0.000602,0.329780
s0109,9,1,12,middle,0.0241500,17.8453,0.0263425,19.3829,0.0239437,17.6240,0.0002062,0.112447,0.002399,1.302204
s0109,9,1,13,middle,0.0263792,18.0860,0.0295553,20.1778,0.0269788,18.4253,-0.0005995,-0.303281,0.002577,1.297773
s0109,9,1,14,middle,0.0278491,18.5891,0.0300710,19.9870,0.0287476,19.1143,-0.0008985,-0.442516,0.001323,0.648931
s0109,9,1,15,superficial,0.0287036,17.7135,0.0299228,18.3876,0.0285038,17.5218,0.0001997,0.090945,0.001419,0.643297
s0109,9,1,16,superficial,0.0305056,17.8118,0.0298278,17.3422,0.0285747,16.6195,0.0019309,0.831833,0.001253,0.537522
s0109,9,1,17,superficial,0.0317308,17.6106,0.0300867,16.6273,0.0275918,15.2540,0.0041390,1.694861,0.002495,1.017245
s0109,9,1,18,superficial,0.0321497,15.4521,0.0267918,12.8224,0.0245413,11.7495,0.0076084,2.698063,0.002251,0.794640
s0109,9,1,19,superficial,0.0299376,14.2438,0.0239998,11.3703,0.0239241,11.3384,0.0060134,2.110957,0.000076,0.026466
s0109,9,1,20,superficial,0.0303799,14.3393,0.0197319,9.2740,0.0174524,8.2055,0.0129275,4.501967,0.002280,0.790445
s0109,9,1,21,superficial,0.0230824,10.8912,0.0196216,9.2190,0.0191503,9.0008,0.0039320,1.368869,0.000471,0.163351
s0109,9,2,1,deep,0.0083303,6.5908,0.0095702,7.5933,0.0112495,8.9472,-0.0029192,-1.711857,-0.001679,-0.988147
s0109,9,2,2,deep,0.0115007,9.5340,0.0110546,9.1903,0.0139737,11.6451,-0.0024730,-1.519506,-0.002919,-1.799708
s0109,9,2,3,deep,0.0128027,10.6249,0.0119582,9.9524,0.0151023,12.5993,-0.0022996,-1.414507,-0.003144,-1.940517
s0109,9,2,4,deep,0.0153584,11.9585,0.0142121,11.0975,0.0173627,13.5902,-0.0020042,-1.156647,-0.003151,-1.824378
s0109,9,2,5,deep,0.0173715,13.8738,0.0153702,12.3104,0.0184526,14.8147,-0.0010811,-0.639947,-0.003082,-1.830820
s0109,9,2,6,deep,0.0204834,16.2136,0.0173911,13.8051,0.0210648,16.7616,-0.0005814,-0.341079,-0.003674,-2.162620
s0109,9,2,7,deep,0.0249705,17.7081,0.0216752,15.4150,0.0264906,18.8850,-0.0015201,-0.798997,-0.004815,-2.539699
s0109,9,2,8,middle,0.0270679,18.6244,0.0227759,15.7159,0.0267099,18.4748,0.0003580,0.182568,-0.003934,-2.013077
s0109,9,2,9,middle,0.0351492,18.8177,0.0311091,16.7022,0.0361226,19.4405,-0.0009733,-0.386220,-0.005013,-1.996116
s0109,9,2,10,middle,0.0406278,21.1322,0.0363182,18.9445,0.0399934,20.9117,0.0006344,0.244556,-0.003675,-1.421694
s0109,9,2,11,middle,0.0462873,19.2906,0.0417597,17.4533,0.0465725,19.5116,-0.0002852,-0.088100,-0.004813,-1.491693
s0109,9,2,12,middle,0.0463002,19.7717,0.0404982,17.3433,0.0445970,19.1445,0.0017033,0.539093,-0.004099,-1.301711
s0109,9,2,13,middle,0.0517498,20.3567,0.0452850,17.8644,0.0501180,19.8184,0.0016318,0.475775,-0.004833,-1.413881
s0109,9,2,14,middle,0.0530293,18.0827,0.0476305,16.2880,0.0504559,17.2956,0.0025735,0.650415,-0.002825,-0.716505
s0109,9,2,15,superficial,0.0540769,18.9197,0.0466966,16.3841,0.0518288,18.2285,0.0022481,0.582959,-0.005132,-1.335390
s0109,9,2,16,superficial,0.0529084,19.6226,0.0447481,16.6434,0.0488114,18.1983,0.0040970,1.126215,-0.004063,-1.120764
s0109,9,2,17,superficial,0.0495585,18.5339,0.0422573,15.8484,0.0464237,17.4528,0.0031349,0.868947,-0.004166,-1.158795
s0109,9,2,18,superficial,0.0449617,17.0251,0.0380849,14.4622,0.0437696,16.6608,0.0011921,0.334567,-0.005685,-1.600861
s0109,9,2,19,superficial,0.0352399,18.5497,0.0251249,13.2630,0.0310150,16.4116,0.0042249,1.648327,-0.005890,-2.305816
s0109,9,2,20,superficial,0.0298459,14.1610,0.0244198,11.6195,0.0318432,15.1881,-0.0019973,-0.702394,-0.007423,-2.619471
s0109,9,2,21,superficial,0.0223065,14.9432,0.0136884,9.1960,0.0205733,13.8546,0.0017332,0.860586,-0.006885,-3.430107
s0110,10,1,1,deep,0.0165697,13.2132,0.0146182,11.6587,0.0165666,13.1421,0.0000031,0.001801,-0.001948,-1.141609
s0110,10,1,2,deep,0.0187766,14.8306,0.0172647,13.6384,0.0184773,14.5184,0.0002992,0.173333,-0.001213,-0.703743
s0110,10,1,3,deep,0.0202064,15.6152,0.0188948,14.6037,0.0200651,15.4254,0.0001413,0.080103,-0.001170,-0.664456
s0110,10,1,4,deep,0.0229839,16.5205,0.0218968,15.7413,0.0225359,16.1143,0.0004481,0.236181,-0.000639,-0.337526
s0110,10,1,5,deep,0.0248762,17.5085,0.0241914,17.0289,0.0244925,17.1489,0.0003837,0.198050,-0.000301,-0.155719
s0110,10,1,6,deep,0.0291435,18.7015,0.0285365,18.3146,0.0284976,18.1920,0.0006459,0.303966,0.000039,0.018356
s0110,10,1,7,deep,0.0300934,18.8715,0.0296763,18.6126,0.0297071,18.5324,0.0003863,0.177661,-0.000031,-0.014222
s0110,10,1,8,middle,0.0328230,19.5419,0.0326042,19.4144,0.0319054,18.8969,0.0009176,0.400634,0.000699,0.305688
s0110,10,1,9,middle,0.0356271,20.0117,0.0356461,20.0252,0.0347620,19.4243,0.0008651,0.356340,0.000884,0.364872
s0110,10,1,10,middle,0.0376891,20.4479,0.0378582,20.5426,0.0369755,19.9565,0.0007136,0.283916,0.000883,0.351870
s0110,10,1,11,middle,0.0405643,20.9516,0.0415959,21.4874,0.0397409,20.4195,0.0008234,0.311897,0.001855,0.703986
s0110,10,1,12,middle,0.0417460,20.9682,0.0421625,21.1803,0.0412378,20.6052,0.0005082,0.187188,0.000925,0.341244
s0110,10,1,13,middle,0.0411807,20.5116,0.0415291,20.6879,0.0406601,20.1469,0.0005207,0.190193,0.000869,0.318034
s0110,10,1,14,middle,0.0418288,20.3192,0.0427024,20.7464,0.0409724,19.7996,0.0008564,0.305101,0.001730,0.617478
s0110,10,1,15,superficial,0.0411362,19.7919,0.0421277,20.2718,0.0403840,19.3290,0.0007523,0.265425,0.001744,0.616455
s0110,10,1,16,superficial,0.0388330,19.2770,0.0393543,19.5385,0.0382237,18.8759,0.0006093,0.221804,0.001131,0.412359
s0110,10,1,17,superficial,0.0381662,18.8605,0.0389219,19.2368,0.0375146,18.4422,0.0006516,0.236130,0.001407,0.510969
s0110,10,1,18,superficial,0.0363360,18.4164,0.0367360,18.6218,0.0356564,17.9780,0.0006796,0.252594,0.001080,0.402039
s0110,10,1,19,superficial,0.0336588,17.5679,0.0350698,18.3069,0.0330271,17.1485,0.0006317,0.241812,0.002043,0.783381
s0110,10,1,20,superficial,0.0294618,16.4943,0.0307395,17.2120,0.0294779,16.4174,-0.0000160,-0.006579,0.001262,0.518983
s0110,10,1,21,superficial,0.0244748,12.8712,0.0244049,12.8363,0.0225413,11.7927,0.0019335,0.745697,0.001864,0.720140